,location,total_sqft,bath,price,bhk
9599,"Lyari , Karachi, Sindh ",1060,2,53,2
9600,"Lyari , Karachi, Sindh ",1080,2,75,3
9601,"Lyari , Karachi, Sindh ",2500,3,180,3
9602,"Lyari , Karachi, Sindh ",540,1,22.5,1
9604,"Lyari , Karachi, Sindh ",2100,3,125,4
9607,"Malir colony Karachi,Sindh",2400,2,150,3
9611,"Malir colony Karachi,Sindh",2795,4,235,3
9613,"Malir colony Karachi,Sindh",1700,3,155,3
9615,"Malir colony Karachi,Sindh",1285,2,82,2
9617,"Malir colony Karachi,Sindh",1933,3,129,3
9618,"Malir colony Karachi,Sindh",1285,2,72.5,2
9620,"Malir colony Karachi,Sindh",1868,3,131,3
9622,"Malir colony Karachi,Sindh",1762,3,91.45,3
9626,"Malir colony Karachi,Sindh",1245,2,94,2
9628,"Malir colony Karachi,Sindh",1760,3,88,3
9629,"Malir colony Karachi,Sindh",1270,2,98,2
9631,"Malir colony Karachi,Sindh",1246,2,67,2
9632,"Malir colony Karachi,Sindh",1599,3,125,3
9633,"Malir colony Karachi,Sindh",1150,2,70,2
9634,"Malir colony Karachi,Sindh",5230,6,465,4
9638,"Malir colony Karachi,Sindh",600,2,55,2
9639,"Malir colony Karachi,Sindh",1779,3,112,3
9642,"Malir colony Karachi,Sindh",530,1,20,1
9644,"Malir colony Karachi,Sindh",665,1,36.85,1
9645,"Malir colony Karachi,Sindh",1141,2,62,2
9646,"Malir colony Karachi,Sindh",1843,3,95.84,3
9648,"Malir colony Karachi,Sindh",711,1,38,1
9650,"Malir colony Karachi,Sindh",1192,2,75,2
9652,"Malir colony Karachi,Sindh",1500,2,98,3
9653,"Malir colony Karachi,Sindh",1510,2,105,3
9656,"Malir colony Karachi,Sindh",1210,2,72,2
9662,"Malir colony Karachi,Sindh",1197,2,84,2
9663,"Malir colony Karachi,Sindh",1105,2,65,2
9668,"Malir colony Karachi,Sindh",1750,3,95,3
9674,"Malir colony Karachi,Sindh",2070,3,162,3
9678,"Malir colony Karachi,Sindh",1510,2,75,3
9679,"Malir colony Karachi,Sindh",1041,2,65.5,2
9680,"Malir colony Karachi,Sindh",2690,4,199,4
9682,"Malir colony Karachi,Sindh",1870,3,185,3
9685,"Malir colony Karachi,Sindh",4400,9,120,7
9686,"Malir colony Karachi,Sindh",1400,3,115,3
9688,"Malir colony Karachi,Sindh",1200,2,125,2
9689,"Malir colony Karachi,Sindh",1592,3,125,3
9692,"Malir colony Karachi,Sindh",900,2,64,2
9694,"Malir colony Karachi,Sindh",3000,4,240,4
9697,"Malir colony Karachi,Sindh",920,2,63,2
9699,"Malir colony Karachi,Sindh",1455,3,73.31,3
9701,"Malir colony Karachi,Sindh",3161,4,214,4
9702,"Malir colony Karachi,Sindh",1850,3,170,3
9704,"Malir colony Karachi,Sindh",823,2,50.63,2
9705,"Malir colony Karachi,Sindh",1100,2,70,2
9707,"Malir colony Karachi,Sindh",760,1,50.3,1
9710,"Malir colony Karachi,Sindh",1200,2,80,2
9711,"Malir colony Karachi,Sindh",1650,3,122,3
9712,"Malir colony Karachi,Sindh",4200,4,255,4
9715,"Malir colony Karachi,Sindh",5000,5,395,4
9716,"Malir colony Karachi,Sindh",2849,5,300,5
9717,"Malir colony Karachi,Sindh",1128,2,65,2
9718,"Malir colony Karachi,Sindh",1600,5,140,5
9719,"Malir colony Karachi,Sindh",1366,3,76.85,2
9720,"Malir colony Karachi,Sindh",3010,3,200,3
9721,"Malir colony Karachi,Sindh",1200,2,130,2
9722,"Malir colony Karachi,Sindh",3850,5,316,3
9723,"Malir colony Karachi,Sindh",2250,3,195,3
9724,"Malir colony Karachi,Sindh",2002,3,112,3
9725,"Malir colony Karachi,Sindh",1260,2,75,2
9726,"Malir colony Karachi,Sindh",1662,3,85,3
9727,"Malir colony Karachi,Sindh",1798,3,120,3
9729,"Malir colony Karachi,Sindh",1476,3,75,3
9733,"Malir colony Karachi,Sindh",1800,4,110,4
9734,"Malir colony Karachi,Sindh",1300,2,85,2
9735,"Malir colony Karachi,Sindh",12000,12,525,10
9736,"Malir colony Karachi,Sindh",1818,3,135,3
9740,"Malir colony Karachi,Sindh",1178,2,73,2
9744,"Malir colony Karachi,Sindh",1991,3,160,3
9746,"Malir colony Karachi,Sindh",615,1,28.29,1
9747,"Malir colony Karachi,Sindh",1125,2,75,2
9749,"Malir colony Karachi,Sindh",1430,3,72,3
9751,"Malir colony Karachi,Sindh",1200,3,95,4
9752,"Malir colony Karachi,Sindh",1600,3,160,3
9753,"Malir colony Karachi,Sindh",1200,2,79,2
9754,"Malir colony Karachi,Sindh",1143,2,65,2
9756,"Malir colony Karachi,Sindh",1584,3,145,4
9757,"Malir colony Karachi,Sindh",1584.01,3,103,3
9758,"Malir colony Karachi,Sindh",3530,4,290,4
9759,"Malir colony Karachi,Sindh",1616,3,95,3
9760,"Malir colony Karachi,Sindh",1512,2,110,3
9761,"Malir colony Karachi,Sindh",1650,3,100,3
9762,"Malir colony Karachi,Sindh",1125,2,61.2,2
9764,"Malir colony Karachi,Sindh",4428,4,255,4
9766,"Malir colony Karachi,Sindh",1300,2,79,2
9770,"Malir colony Karachi,Sindh",1390,2,80,3
9771,"Malir colony Karachi,Sindh",1904,3,155,3
9772,"Malir colony Karachi,Sindh",1075,2,60,2
9774,"Malir colony Karachi,Sindh",1636,3,85,3
9776,"Malir colony Karachi,Sindh",3600,4,260,4
9777,"Malir colony Karachi,Sindh",3027,4,260,3
9778,"Malir colony Karachi,Sindh",1215,2,90,2
9781,"Malir colony Karachi,Sindh",1360,2,75,3
9783,"Malir colony Karachi,Sindh",2775,3,165,4
9784,"Malir colony Karachi,Sindh",1880,3,94.36,3
9787,"Malir colony Karachi,Sindh",1900,3,99,3
9788,"Malir colony Karachi,Sindh",965,2,67,2
9792,"Malir colony Karachi,Sindh",1449,3,100,3
9793,"Malir colony Karachi,Sindh",1625,2,87.72,3
9794,"Malir colony Karachi,Sindh",1400,2,80,2
9797,"Malir colony Karachi,Sindh",1560,2,145,2
9799,"Malir colony Karachi,Sindh",1665,3,105,3
9808,"Malir colony Karachi,Sindh",2155,3,125,4
9809,"Malir colony Karachi,Sindh",1300,3,75,4
9810,"Malir colony Karachi,Sindh",1221,3,72,3
9811,"Malir colony Karachi,Sindh",2550,4,149,4
9812,"Malir colony Karachi,Sindh",1400,3,70,3
9814,"Malir colony Karachi,Sindh",1832,3,125,3
9815,"Malir colony Karachi,Sindh",1088,2,61.45,2
9818,"Malir colony Karachi,Sindh",2017,2,125,3
9824,"Malir colony Karachi,Sindh",1350,2,68,3
9825,"Malir colony Karachi,Sindh",525,1,30,1
9826,"Malir colony Karachi,Sindh",2700,4,260,4
9827,"Malir colony Karachi,Sindh",850,1,57,1
9828,"Malir colony Karachi,Sindh",1465,2,76,3
9832,"Malir colony Karachi,Sindh",1199,2,86,2
9834,"Malir colony Karachi,Sindh",1769,3,96.87,3
9835,"Malir colony Karachi,Sindh",1554.3,4,131,4
9837,"Malir colony Karachi,Sindh",1224,2,70,2
9838,"Malir colony Karachi,Sindh",1295,2,95,2
9840,"Malir colony Karachi,Sindh",1063,2,58,2
9841,"Malir colony Karachi,Sindh",656,1,43,1
9842,"Malir colony Karachi,Sindh",1350,3,71,3
9845,"Malir colony Karachi,Sindh",1200,2,75.6,3
9848,"Malir colony Karachi,Sindh",2075,3,115,3
9857,"Malir colony Karachi,Sindh",1850,3,155,3
9858,"Malir colony Karachi,Sindh",925,1,40.7,1
9859,"Malir colony Karachi,Sindh",1100,2,93,2
9860,"Malir colony Karachi,Sindh",4856,5,410,4
9861,"Malir colony Karachi,Sindh",1175,2,64.98,2
9863,"Malir colony Karachi,Sindh",1230,2,75,2
9866,"Malir colony Karachi,Sindh",2072,4,160,3
9870,"Malir colony Karachi,Sindh",1725,2,165,3
9876,"Malir colony Karachi,Sindh",1180,2,128,2
9879,"Malir colony Karachi,Sindh",1920,3,130,3
9880,"Malir colony Karachi,Sindh",1120,2,70,2
9881,"Malir colony Karachi,Sindh",2180,3,210,3
9882,"Malir colony Karachi,Sindh",1351,2,74,2
9883,"Malir colony Karachi,Sindh",1040,2,68.59,2
9884,"Malir colony Karachi,Sindh",1756,3,128,3
9888,"Malir colony Karachi,Sindh",1304,2,111,2
9889,"Malir colony Karachi,Sindh",2100,3,200,3
9890,"Malir colony Karachi,Sindh",3408,3,260,3
9891,"Malir colony Karachi,Sindh",654,1,36.25,1
9893,"Malir colony Karachi,Sindh",1800,2,100,3
9894,"Malir colony Karachi,Sindh",1795,3,150,3
9897,"Malir colony Karachi,Sindh",2400,5,180,4
9898,"Malir colony Karachi,Sindh",5000,4,425,4
9899,"Malir colony Karachi,Sindh",1460,2,97,3
9900,"Malir colony Karachi,Sindh",1215,2,68,2
9901,"Malir colony Karachi,Sindh",2273,4,192,3
9903,"Malir colony Karachi,Sindh",1120,2,60,2
9905,"Malir colony Karachi,Sindh",950,2,58.11,2
9908,"Malir colony Karachi,Sindh",3692,5,340,5
9909,"Malir colony Karachi,Sindh",1962,3,175,3
9913,"Malir colony Karachi,Sindh",1600,2,88,3
9914,"Malir colony Karachi,Sindh",1181.7,2,100,2
9915,"Malir colony Karachi,Sindh",1200,4,83,4
9921,"Malir colony Karachi,Sindh",5000,5,550,4
9923,"Malir colony Karachi,Sindh",3436,5,345,4
9925,"Malir colony Karachi,Sindh",3122,6,235,4
9927,"Malir colony Karachi,Sindh",1471,2,75,3
9929,"Malir colony Karachi,Sindh",1221,3,75,3
9930,"Malir colony Karachi,Sindh",2388,3,195,3
9933,"Malir colony Karachi,Sindh",1130,2,74,2
9936,"Malir colony Karachi,Sindh",1200,3,66,3
9938,"Malir colony Karachi,Sindh",1145,2,75,2
9944,"Malir colony Karachi,Sindh",1570,3,88,3
9945,"Malir colony Karachi,Sindh",1157,2,74,3
9946,"Malir colony Karachi,Sindh",1216,2,84.03,2
9951,"Malir colony Karachi,Sindh",1110,2,110,2
9953,"Malir colony Karachi,Sindh",1346,2,100,3
9955,"Malir colony Karachi,Sindh",1265,2,65,3
9957,"Malir colony Karachi,Sindh",1237,3,78,3
9959,"Malir colony Karachi,Sindh",3000,4,264,4
9961,"Malir colony Karachi,Sindh",4560,5,430,4
9963,"Malir colony Karachi,Sindh",1340,2,101,2
9964,"Malir colony Karachi,Sindh",1762,3,112,3
9965,"Malir colony Karachi,Sindh",2557,2,170,4
9967,"Malir colony Karachi,Sindh",1489,3,88,3
9971,"Malir colony Karachi,Sindh",1200,2,72,2
9973,"Malir colony Karachi,Sindh",1275,2,69,2
9974,"Malir colony Karachi,Sindh",1855,3,140,3
9983,"Malir colony Karachi,Sindh",1645,3,113,3
9989,"Malir colony Karachi,Sindh",980,2,77.44,2
9991,"Malir colony Karachi,Sindh",2500,4,140,3
9992,"Malir colony Karachi,Sindh",1210,2,77.93,2
9995,"Malir colony Karachi,Sindh",1019,2,62,2
9997,"Malir colony Karachi,Sindh",1500,5,160,4
9998,"Malir colony Karachi,Sindh",630,1,33.7,1
9999,"Malir colony Karachi,Sindh",1711,3,125,3
10001,"Malir colony Karachi,Sindh",1164,2,64.08,2
10002,"Malir colony Karachi,Sindh",1333,2,86.65,2
10003,"Malir colony Karachi,Sindh",1200,1,45,1
10005,"Malir colony Karachi,Sindh",1717,3,110,3
10006,"Malir colony Karachi,Sindh",1976,3,145,3
10007,"Malir colony Karachi,Sindh",2439,4,170,4
10009,"Malir colony Karachi,Sindh",1330,2,93.65,2
10018,"Malir colony Karachi,Sindh",3155,4,316,3
10022,"Malir colony Karachi,Sindh",1082,2,64,2
10023,"Malir colony Karachi,Sindh",1560,4,160,4
10024,"Malir colony Karachi,Sindh",1300,3,77.99,3
10027,"Malir colony Karachi,Sindh",1750,3,172,3
10028,"Malir colony Karachi,Sindh",1009,2,56,2
10029,"Malir colony Karachi,Sindh",1470,2,102,3
10030,"Malir colony Karachi,Sindh",1527,3,115,3
10033,"Malir colony Karachi,Sindh",1100,2,62,2
10034,"Malir colony Karachi,Sindh",1407,2,98.49,2
10038,"Malir colony Karachi,Sindh",2312,3,156,3
10040,"Malir colony Karachi,Sindh",1639.5,3,92.63,3
10041,"Malir colony Karachi,Sindh",1460,2,90,3
10046,"Malir colony Karachi,Sindh",1150,3,80,3
10048,"Malir colony Karachi,Sindh",1575,2,110,3
10050,"Malir colony Karachi,Sindh",1400,2,78,3
10053,"Malir colony Karachi,Sindh",3520,5,240,3
10054,"Malir colony Karachi,Sindh",1814,3,129,3
10055,"Malir colony Karachi,Sindh",1475,3,75,3
10056,"Malir colony Karachi,Sindh",1128,2,67,2
10057,"Malir colony Karachi,Sindh",1355,2,95,2
10060,"Malir colony Karachi,Sindh",1314,2,70.44,3
10062,"Malir colony Karachi,Sindh",1787,3,120,3
10064,"Malir colony Karachi,Sindh",485,1,19.5,1
10066,"Malir colony Karachi,Sindh",905,2,58,2
10067,"Malir colony Karachi,Sindh",1500,2,108,3
10068,"Malir colony Karachi,Sindh",1305,2,77,3
10069,"Malir colony Karachi,Sindh",1125,2,65,2
10071,"Malir colony Karachi,Sindh",1145,2,60,3
10073,"Malir colony Karachi,Sindh",625,1,43.68,1
10077,"Malir colony Karachi,Sindh",1200,3,70,3
10078,"Malir colony Karachi,Sindh",2710,3,177,3
10081,"Malir colony Karachi,Sindh",2500,4,170,4
10084,"Malir colony Karachi,Sindh",2144,3,140,3
10085,"Malir colony Karachi,Sindh",1790,3,105,3
10086,"Malir colony Karachi,Sindh",1108,2,87.48,2
10087,"Malir colony Karachi,Sindh",1277,2,79.89,2
10088,"Malir colony Karachi,Sindh",1762,3,109,3
10094,"Malir colony Karachi,Sindh",1200,3,75,3
10097,"Malir colony Karachi,Sindh",1810,3,97.83,3
10098,"Malir colony Karachi,Sindh",1500,3,85,3
10099,"Malir colony Karachi,Sindh",900,2,75,2
10102,"Malir colony Karachi,Sindh",1367,2,80,2
10103,"Malir colony Karachi,Sindh",6000,8,215,8
10104,"Malir colony Karachi,Sindh",1810,3,112,3
10107,"Malir colony Karachi,Sindh",1805,3,134,3
10108,"Malir colony Karachi,Sindh",1527,3,142,3
10109,"Malir colony Karachi,Sindh",1675,3,92.13,3
10111,"Nazimabad, Karachi, Sindh",469,1,25,1
10112,"Nazimabad, Karachi, Sindh",3800,4,250,4
10117,"Nazimabad, Karachi, Sindh",875,2,52.8,2
10118,"Nazimabad, Karachi, Sindh",1180,2,80,2
10122,"Nazimabad, Karachi, Sindh",1100,2,58,3
10130,"Nazimabad, Karachi, Sindh",2200,4,200,4
10132,"Nazimabad, Karachi, Sindh",1180,2,78.34,3
10133,"Nazimabad, Karachi, Sindh",1355,2,115,2
10134,"Nazimabad, Karachi, Sindh",600,1,50,1
10135,"Nazimabad, Karachi, Sindh",1640,2,120,3
10137,"Nazimabad, Karachi, Sindh",1875,3,165,3
10140,"Nazimabad, Karachi, Sindh",1750,3,120,3
10142,"Nazimabad, Karachi, Sindh",1500,2,87,3
10144,"Nazimabad, Karachi, Sindh",1092,2,98.5,3
10145,"Nazimabad, Karachi, Sindh",2264,3,159,3
10148,"Nazimabad, Karachi, Sindh",1337,2,82,2
10150,"Nazimabad, Karachi, Sindh",1640,4,91,3
10152,"Nazimabad, Karachi, Sindh",1470,2,82,3
10153,"Nazimabad, Karachi, Sindh",1050,2,71,2
10154,"Nazimabad, Karachi, Sindh",1823,3,100,3
10157,"Nazimabad, Karachi, Sindh",1200,3,85,4
10158,"Nazimabad, Karachi, Sindh",1590,2,125,3
10162,"Nazimabad, Karachi, Sindh",1688,3,118,3
10168,"Nazimabad, Karachi, Sindh",2330,3,162,3
10170,"Nazimabad, Karachi, Sindh",425,1,20.03,1
10174,"Nazimabad, Karachi, Sindh",2280,4,126,3
10175,"Nazimabad, Karachi, Sindh",1341,2,97,2
10176,"Nazimabad, Karachi, Sindh",1279,2,77,2
10181,"Nazimabad, Karachi, Sindh",775,2,55,2
10183,"Nazimabad, Karachi, Sindh",1875,2,110,3
10184,"Nazimabad, Karachi, Sindh",735,2,57.99,2
10185,"Nazimabad, Karachi, Sindh",1750,3,130,3
10189,"Nazimabad, Karachi, Sindh",1779,3,89.61,3
10191,"Nazimabad, Karachi, Sindh",1694,2,150,2
10192,"Nazimabad, Karachi, Sindh",2376,3,203,3
10193,"Nazimabad, Karachi, Sindh",1975,3,150,3
10196,"Nazimabad, Karachi, Sindh",445,1,28,1
10197,"Nazimabad, Karachi, Sindh",1618,3,82.5,3
10198,"Nazimabad, Karachi, Sindh",1200,4,90,4
10201,"Nazimabad, Karachi, Sindh",1296,2,83,2
10211,"Nazimabad, Karachi, Sindh",1717,3,99,3
10212,"Nazimabad, Karachi, Sindh",1566,3,83.3,3
10213,"Nazimabad, Karachi, Sindh",2830,3,195,4
10217,"Nazimabad, Karachi, Sindh",3670,4,300,4
10219,"Nazimabad, Karachi, Sindh",1950,4,130,4
10220,"Nazimabad, Karachi, Sindh",1695,3,90,3
10221,"Nazimabad, Karachi, Sindh",1705,3,95,3
10222,"Nazimabad, Karachi, Sindh",1375,3,75,3
10225,"Nazimabad, Karachi, Sindh",1665,3,86.58,3
10226,"Nazimabad, Karachi, Sindh",1142,2,70,2
10227,"Nazimabad, Karachi, Sindh",1976,3,184,3
10229,"Nazimabad, Karachi, Sindh",1567,2,92,2
10240,"Nazimabad, Karachi, Sindh",1278,2,95,2
10241,"Nazimabad, Karachi, Sindh",630,1,40,1
10242,"Nazimabad, Karachi, Sindh",1100,3,58,3
10243,"Nazimabad, Karachi, Sindh",1200,3,95,3
10244,"Nazimabad, Karachi, Sindh",2500,6,115,7
10245,"Nazimabad, Karachi, Sindh",3300,5,240,5
10246,"Nazimabad, Karachi, Sindh",4500,5,415,5
10248,"Nazimabad, Karachi, Sindh",2238,3,140,3
10249,"Nazimabad, Karachi, Sindh",1174,2,69,2
10252,"Nazimabad, Karachi, Sindh",1799,3,90,3
10253,"Nazimabad, Karachi, Sindh",1282,2,87,2
10256,"Nazimabad, Karachi, Sindh",3260,4,240,4
10258,"Nazimabad, Karachi, Sindh",1500,2,95,3
10259,"Nazimabad, Karachi, Sindh",1500,2,95,3
10260,"Nazimabad, Karachi, Sindh",3206,5,270,4
10264,"Nazimabad, Karachi, Sindh",1300,1,115,2
10266,"Nazimabad, Karachi, Sindh",1350,2,80,2
10270,"Nazimabad, Karachi, Sindh",650,2,42,2
10272,"Nazimabad, Karachi, Sindh",1396,2,86.51,3
10274,"Nazimabad, Karachi, Sindh",1825,3,100,3
10278,"Nazimabad, Karachi, Sindh",2400,6,125,8
10279,"Nazimabad, Karachi, Sindh",1175,2,73.5,2
10283,"Nazimabad, Karachi, Sindh",2112.95,4,145,3
10284,"Nazimabad, Karachi, Sindh",600,1,22,1
10285,"Nazimabad, Karachi, Sindh",1200,2,93,2
10288,"Nazimabad, Karachi, Sindh",2268,3,163,4
10291,"Nazimabad, Karachi, Sindh",1250,2,68.75,3
10296,"Nazimabad, Karachi, Sindh",1800,3,90,3
10298,"Nazimabad, Karachi, Sindh",2169,4,115,3
10301,"Nazimabad, Karachi, Sindh",1662,3,85.1,3
10302,"Nazimabad, Karachi, Sindh",1464,2,105,3
10307,"Nazimabad, Karachi, Sindh",2805,4,154,4
10310,"Nazimabad, Karachi, Sindh",2557,3,141,3
10311,"Nazimabad, Karachi, Sindh",1480,3,90,3
10312,"Nazimabad, Karachi, Sindh",1470,2,88.64,3
10313,"Nazimabad, Karachi, Sindh",1600,3,90,3
10317,"North Karachi, Karachi, Sindh",1420,2,96,3
10319,"North Karachi, Karachi, Sindh",1225,2,67.38,2
10320,"North Karachi, Karachi, Sindh",2144,3,135,3
10322,"North Karachi, Karachi, Sindh",1639,3,110,3
10333,"North Karachi, Karachi, Sindh",1128,2,105,2
10334,"North Karachi, Karachi, Sindh",1162,2,57,2
10336,"North Karachi, Karachi, Sindh",1920,3,115,3
10338,"North Karachi, Karachi, Sindh",1357,2,115,2
10341,"North Karachi, Karachi, Sindh",1570,3,80,3
10342,"North Karachi, Karachi, Sindh",1093,2,70,2
10343,"North Karachi, Karachi, Sindh",1039,2,80,2
10344,"North Karachi, Karachi, Sindh",1246,2,64.5,2
10345,"North Karachi, Karachi, Sindh",1117,2,56,2
10346,"North Karachi, Karachi, Sindh",1330,2,92.5,2
10347,"North Karachi, Karachi, Sindh",1937,3,160,3
10348,"North Karachi, Karachi, Sindh",1128,2,65.49,2
10349,"North Karachi, Karachi, Sindh",1198,2,77,2
10350,"North Karachi, Karachi, Sindh",1152,2,56,2
10351,"North Karachi, Karachi, Sindh",2400,3,170,3
10353,"North Karachi, Karachi, Sindh",1875,3,110,3
10355,"North Karachi, Karachi, Sindh",710,1,27,1
10359,"North Karachi, Karachi, Sindh",3335,5,300,4
10361,"North Karachi, Karachi, Sindh",565,1,35,1
10364,"North Karachi, Karachi, Sindh",1300,2,75,3
10365,"North Karachi, Karachi, Sindh",950,2,65,2
10368,"North Karachi, Karachi, Sindh",1265,2,79,3
10369,"North Karachi, Karachi, Sindh",1255,2,77.68,3
10371,"North Karachi, Karachi, Sindh",1535,3,85,3
10372,"North Karachi, Karachi, Sindh",1500,3,100,3
10373,"North Karachi, Karachi, Sindh",1475,2,120,3
10376,"North Karachi, Karachi, Sindh",1133,2,55,2
10377,"North Karachi, Karachi, Sindh",1560,5,145,5
10379,"North Karachi, Karachi, Sindh",1078,2,65,2
10380,"North Karachi, Karachi, Sindh",1349,2,78,2
10381,"North Karachi, Karachi, Sindh",1680,3,120,3
10387,"North Karachi, Karachi, Sindh",1621,4,130,3
10388,"North Karachi, Karachi, Sindh",1200,3,68.4,3
10390,"North Karachi, Karachi, Sindh",14000,3,800,4
10391,"North Karachi, Karachi, Sindh",500,1,20,1
10392,"North Karachi, Karachi, Sindh",485,1,15,1
10396,"North Karachi, Karachi, Sindh",1408,2,85,2
10398,"North Karachi, Karachi, Sindh",1410,2,75,3
10402,"North Karachi, Karachi, Sindh",1240,2,60,2
10403,"North Karachi, Karachi, Sindh",1535,3,78,3
10404,"North Karachi, Karachi, Sindh",1180,2,75,2
10405,"North Karachi, Karachi, Sindh",2200,6,68,6
10406,"North Karachi, Karachi, Sindh",1400,2,78,2
10407,"North Karachi, Karachi, Sindh",500,1,25,1
10408,"North Karachi, Karachi, Sindh",1984,4,146,3
10409,"North Karachi, Karachi, Sindh",3000,5,250,4
10410,"North Karachi, Karachi, Sindh",1960,3,160,3
10413,"North Karachi, Karachi, Sindh",1700,3,115,3
10414,"North Karachi, Karachi, Sindh",3024,5,248,4
10415,"North Karachi, Karachi, Sindh",1586,3,100,3
10416,"North Karachi, Karachi, Sindh",2264,2,155,3
10418,"North Karachi, Karachi, Sindh",1120,2,55,2
10420,"North Karachi, Karachi, Sindh",1128,2,59,2
10421,"North Karachi, Karachi, Sindh",924,2,65,2
10425,"North Karachi, Karachi, Sindh",1250,2,62,2
10426,"North Karachi, Karachi, Sindh",957,2,56,2
10428,"North Karachi, Karachi, Sindh",1050,2,67,2
10429,"North Karachi, Karachi, Sindh",1565,3,88.5,3
10431,"North Karachi, Karachi, Sindh",2842,3,162,3
10433,"North Karachi, Karachi, Sindh",630,1,39,1
10435,"North Karachi, Karachi, Sindh",1542,2,85,3
10436,"North Karachi, Karachi, Sindh",2750,4,220,4
10437,"North Karachi, Karachi, Sindh",3596,5,290,4
10441,"North Karachi, Karachi, Sindh",1596,3,105,3
10444,"North Karachi, Karachi, Sindh",1535,3,86,3
10446,"North Karachi, Karachi, Sindh",665,1,50.75,1
10447,"North Karachi, Karachi, Sindh",1500,2,100,3
10448,"North Karachi, Karachi, Sindh",925,2,48,2
10452,"North Karachi, Karachi, Sindh",1121,2,78,2
10455,"North Karachi, Karachi, Sindh",1606,3,89.55,3
10456,"North Karachi, Karachi, Sindh",1650,3,88,3
10457,"North Karachi, Karachi, Sindh",1206,2,75,2
10461,"North Karachi, Karachi, Sindh",680,1,44,1
10462,"North Karachi, Karachi, Sindh",1355,3,83.87,3
10465,"North Karachi, Karachi, Sindh",1070,2,56.1,2
10466,"North Karachi, Karachi, Sindh",1200,3,85,3
10467,"North Karachi, Karachi, Sindh",2000,4,120,4
10469,"North Karachi, Karachi, Sindh",1610,3,90,3
10471,"North Karachi, Karachi, Sindh",1280,2,75,2
10472,"North Karachi, Karachi, Sindh",1265,2,85,2
10473,"North Karachi, Karachi, Sindh",1132,2,67,2
10474,"North Karachi, Karachi, Sindh",1515,3,88,3
10476,"North Karachi, Karachi, Sindh",890,2,45,2
10477,"North Karachi, Karachi, Sindh",1655,3,86.06,3
10478,"North Karachi, Karachi, Sindh",2060,3,149,3
10479,"North Karachi, Karachi, Sindh",1730,3,96,3
10480,"North Karachi, Karachi, Sindh",2195,4,127,3
10481,"North Karachi, Karachi, Sindh",1650,3,125,3
10482,"North Karachi, Karachi, Sindh",1200,2,71,2
10483,"North Karachi, Karachi, Sindh",5000,7,299,7
10489,"North Karachi, Karachi, Sindh",1835,2,155,3
10491,"North Karachi, Karachi, Sindh",1519,3,93,3
10492,"North Karachi, Karachi, Sindh",1150,2,72.2,2
10495,"North Karachi, Karachi, Sindh",1700,3,110,3
10498,"North Karachi, Karachi, Sindh",3600,4,300,4
10501,"North Karachi, Karachi, Sindh",1850,3,100,3
10503,"North Karachi, Karachi, Sindh",1300,2,69,3
10504,"North Karachi, Karachi, Sindh",900,2,46,2
10505,"North Karachi, Karachi, Sindh",1145,2,58.4,2
10506,"North Karachi, Karachi, Sindh",1093,2,65,2
10508,"North Karachi, Karachi, Sindh",1654,3,100,3
10512,"North Karachi, Karachi, Sindh",1010,2,51,2
10514,"North Karachi, Karachi, Sindh",1700,2,150,2
10515,"North Karachi, Karachi, Sindh",1330,2,71,2
10516,"North Karachi, Karachi, Sindh",2500,3,135,3
10517,"North Karachi, Karachi, Sindh",440,1,16.5,1
10518,"North Karachi, Karachi, Sindh",1614,3,95,3
10519,"North Karachi, Karachi, Sindh",1363,2,68,2
10523,"North Karachi, Karachi, Sindh",1200,2,90,2
10525,"North Karachi, Karachi, Sindh",1890,4,127,3
10528,"North Karachi, Karachi, Sindh",1200,2,65,2
10529,"North Karachi, Karachi, Sindh",1080,2,80,2
10530,"North Karachi, Karachi, Sindh",2280,5,200,5
10531,"North Karachi, Karachi, Sindh",1360,2,85,3
10532,"North Karachi, Karachi, Sindh",1865,3,124,3
10533,"North Karachi, Karachi, Sindh",1157,2,75,3
10535,"North Karachi, Karachi, Sindh",1246,2,68,2
10540,"North Karachi, Karachi, Sindh",687.325,2,42.72,2
10543,"North Karachi, Karachi, Sindh",865,2,42,2
10545,"North Karachi, Karachi, Sindh",1756,3,100,3
10546,"North Karachi, Karachi, Sindh",628,1,24,1
10547,"North Karachi, Karachi, Sindh",1207,2,63,2
10549,"North Karachi, Karachi, Sindh",1650,3,110,3
10550,"North Karachi, Karachi, Sindh",1200,4,105,4
10551,"North Karachi, Karachi, Sindh",804.1,2,69.09,2
10552,"North Karachi, Karachi, Sindh",1200,2,75,2
10556,"North Karachi, Karachi, Sindh",1272,2,95.05,2
10560,"North Karachi, Karachi, Sindh",1258,2,63.53,2
10562,"North Karachi, Karachi, Sindh",1297,2,112,2
10563,"North Karachi, Karachi, Sindh",1012,2,66.5,2
10564,"North Karachi, Karachi, Sindh",1282,2,72,2
10565,"North Karachi, Karachi, Sindh",1297,2,103,2
10566,"North Karachi, Karachi, Sindh",615,1,17.835,1
10567,"North Karachi, Karachi, Sindh",1490,3,100,3
10571,"North Karachi, Karachi, Sindh",1180,2,58,2
10573,"North Karachi, Karachi, Sindh",3040,1,180,2
10575,"North Karachi, Karachi, Sindh",1427,2,80.63,3
10577,"North Karachi, Karachi, Sindh",900,2,46,2
10579,"North Karachi, Karachi, Sindh",1390,3,120,3
